,Name,Address,Additional Notes,Source FINAL,Status FINAL,Status FPC,Status Plentiful,Last Updated FINAL,Last Updated FPC,Last Updated Plentiful,Hours FINAL,Hours FPC,Hours Plentiful,Website,ID Required,Zipcode,lat,lng,City,State,id
689,St. John's Bread & Life - Mobile Soup Kitchen,"Tompkins Sq Park, 144 Avenue A","- Check website for current schedule
- ",FPC,open,open,unknown,12/1/2022 7:00 PM,12/2/2022,,Tu 09:00AM-12:00PM,Tu 09:00AM-12:00PM,,https://www.breadandlife.org/programs/meal/mobile-soup-kitchen,no,11355,40.7260554,-73.9835429,Queens,NY,d0b0756d-ef18-428a-9a93-532797a600ad
690,Shiloh Temple Pentecostal Church - Food Pantry,719 E 223rd St,"- Can use Plentiful app to reserve time slots in advance.
- ID recommended, but no one will be refused. ",FPC,closed,closed,,4/16/2023 8:00 PM,4/17/2023,,Th 08:30AM-11:00AM,Th 08:30AM-11:00AM,,https://networks.whyhunger.org/organization/view/32063,no,10466,40.8887394,-73.8477874,Bronx,NY,b2d56ac5-63dd-435f-a4bf-aa26ffc80715
691,"Iris House, East Side",158 E 115th St,"- Can make an appointment for food bank on the Plentiful app
- Hot meals and lunches Tuesday-Friday 12:00PM-1:30PM
- Fresh market with produce on Wednesday 12:00PM-2:00PM",FPC,open,open,,4/24/2023 8:00 PM,4/25/2023,,Th 10:00AM-03:00PM,Th 10:00AM-03:00PM,,https://www.irishouse.org/food-and-nutrition.html,no,10029,40.79781803,-73.94194952,New York,NY,f4597b9f-efc7-4a3e-acbd-9d6f37816a8b
692,Dear Mama,308 E 109th St,"- Can contact the restaurant if in need of a free meal
- Runs through Upper Manhattan Mutual Aid",FPC,open,open,,2/6/2022 7:00 PM,2/7/2022,,"su,mo,tu,we,th,fr,sa 07:00AM-05:00PM","su,mo,tu,we,th,fr,sa 07:00AM-05:00PM",,https://www.dearmamacoffee.com/,no,10029,40.79234,-73.94051,New York,NY,f63e5fa8-e3ef-4da4-b8e9-39b2ae8cf783
693,Bay Ridge Center - Food Pantry,8018 5th Ave,- Call to schedule a time to pick up food,FPC,closed,closed,,4/20/2023 8:00 PM,4/21/2023,,Mo 10:00AM-12:00PM,Mo 10:00AM-12:00PM,,https://www.bayridgecenter.com/food-programs,unknown,11209,40.6337553,-74.0234482,Brooklyn,NY,142c8db6-a6e0-4bb5-9f09-1e5d1d1b9b5b
694,South Shore Food Pantry - St. Paul's,7558 Amboy Rd,"- Call on Saturday to schedule an appointment
- Appointment only ",FPC,open,open,unknown,4/16/2023 8:00 PM,4/17/2023,,"Tu 05:00PM-07:00PM
Th 10:00AM-01:00PM","Tu 05:00PM-07:00PM
Th 10:00AM-01:00PM",,https://www.foodpantries.org/li/south_shore_food_pantry_st._pauls_10307,no,10307,40.508483,-74.2474155,Staten Island,NY,30077a37-874b-4b52-bd12-2648d0dd945c
695,St. Mary's Episcopal Church - Soup Kitchen,521 W 126th St,"- Call on Mondays for the location of the mobile soup kitchen
- Please bring your own bags or cart",FPC,open,open,,4/19/2023 8:00 PM,4/20/2023,,Sa 10:00AM-11:30AM,Sa 10:00AM-11:30AM,,https://www.stmarysharlem.org/outreach-work,no,10027,40.814938,-73.9559829,New York,NY,f5561463-2a7a-4da4-8f1e-f06b24f407b0
696,YWCA Queens,42-07 Parson Blvd,"- Call listed number on Thursday to make an appointment for the following Wednesday
- ID required for first time",FPC,open,open,,2/1/2023 7:00 PM,2/2/2023,,Tu 11:00AM-03:00PM,Tu 11:00AM-03:00PM,,http://ywcaqueens.org,yes,11355,40.758045,-73.81879,Queens,NY,53ff62dc-070e-4a4e-a57c-008ea9c6b70d
697,Bronx Academy for Multi Media,730 Bryant Ave,"    - By invite only and serving members of school area only.
- Serves residents of zip codes 10474 and 10459
- Food availability depends on delivery supply. Please call before visiting to learn if and when food is available.",FPC,open,open,,10/24/2022 8:00 PM,10/25/2022,,"mo,tu,we,th,fr 08:30AM-02:30PM","mo,tu,we,th,fr 08:30AM-02:30PM",,https://bronxacademyformultimedia.squarespace.com,no,10474,40.8157147,-73.8853003,Bronx,NY,01943e08-982f-4eb1-b01b-772c8629ede3
698,The Table at the Family Support Center at NYU Langone,6025 6th Ave,"- By appointment only. To make an appointment, call (718) 630-7186.
- ID can be provided within 30 days of visit
- Open to anyone in New York",Plentiful,open,open,open,7/13/2023 1:00 AM,4/21/2023,7/13/2023 1:00 AM,"2023-07-14 09:00AM-11:30AM ""[plentiful appointment]""",Fr 08:30AM-11:30AM,"2023-07-14 09:00AM-11:30AM ""[plentiful appointment]""",https://nyulangone.org/locations/family-health-centers-at-nyu-langone/community-based-programs-family-health-centers-at-nyu-langone,yes,11220,40.6375482,-74.0141754,Brooklyn,NY,b32edf31-4772-42c8-b40d-7ae9e50c5cba
699,Jewish Community Council (JCC) of Washington Heights & Inwood,"121 Bennett Ave, 11A","- By appointment only. Call to schedule an appointment
- ID and proof of address is required to sign up",Plentiful,open,open,open,7/13/2023 1:00 AM,2/9/2023,7/13/2023 1:00 AM,"2023-07-17 10:00AM-12:00PM ""[plentiful appointment]""
2023-08-07 10:00AM-12:00PM ""[plentiful appointment]""
2023-08-14 10:00AM-12:00PM ""[plentiful appointment]""
2023-09-11 10:00AM-12:00PM ""[plentiful appointment]""
2023-09-18 10:00AM-12:00PM ""[plentiful appointment]""",We 10:00AM-01:00PM,"2023-07-17 10:00AM-12:00PM ""[plentiful appointment]""
2023-08-07 10:00AM-12:00PM ""[plentiful appointment]""
2023-08-14 10:00AM-12:00PM ""[plentiful appointment]""
2023-09-11 10:00AM-12:00PM ""[plentiful appointment]""
2023-09-18 10:00AM-12:00PM ""[plentiful appointment]""",https://www.jccwashingtonheights.org,yes,10033,40.854099,-73.934509,New York,NY,d96bcc0d-1371-45cc-89f7-162f571be5af
700,Immaculate Conception Church,389 E 150th St,"- By appointment only. Call to make an appointment. Can also visit during the week to make an appointment and get information on SNAP.
- Eligibility requirement:  Bronx residents",FPC,open,open,unknown,2/28/2023 7:00 PM,3/1/2023,,"Tu 02:00PM-05:00PM
Th 11:00AM-02:00PM","Tu 02:00PM-05:00PM
Th 11:00AM-02:00PM",,https://iccmelrose.com/,yes,10455,40.8169817,-73.9176804,Bronx,NY,07336248-0ebf-464e-9154-64fecfcc7168
701,Restore Unity Foundation,1873 Wood Ave,- By appointment only. Call listed number to make an appointment.,FPC,unknown,unknown,unknown,5/9/2021 8:00 PM,5/10/2021,,,,,https://www.foodpantries.org/li/restore-unity-foundation,yes,10462,40.8356068,-73.8635004,Bronx,NY,4844e004-b73f-46a2-ae3f-4eeca2b0dddd
702,"New York City Relief, Salvation Army, New York Temple - Food Pantry",120 W 14th St,"- By appointment only. Call listed number to make an appointment.
- Serving residents from 23rd Street to Lower Manhattan
- ID and proof of address required",FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,"mo,tu,we,th,fr 09:00AM-03:00PM
Su 10:00AM-12:00PM","mo,tu,we,th,fr 09:00AM-03:00PM
Su 10:00AM-12:00PM",,https://www.salvationarmyusa.org/usn/cure-hunger/,yes,10011,40.7378097,-73.9986816,New York,NY,cd5ea9a3-82b8-43d1-94da-63fbb13347f5
703,"La Jornada, Flushing - Food Pantry",133-36 Roosevelt Ave,- By appointment only. Call (929) 300-7068 to schedule an appointment.,Plentiful,open,closed,open,7/13/2023 1:00 AM,2/2/2023,7/13/2023 1:00 AM,"2023-07-14 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-15 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-21 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-22 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-28 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-29 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-04 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-05 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-11 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-12 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-18 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-19 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-25 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-26 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-01 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-02 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-08 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-09 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-15 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-16 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-22 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-23 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-29 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-30 10:00AM-02:00PM ""[plentiful appointment]""
2023-10-06 10:00AM-02:00PM ""[plentiful appointment]""
2023-10-07 10:00AM-02:00PM ""[plentiful appointment]""",,"2023-07-14 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-15 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-21 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-22 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-28 10:00AM-02:00PM ""[plentiful appointment]""
2023-07-29 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-04 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-05 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-11 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-12 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-18 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-19 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-25 10:00AM-02:00PM ""[plentiful appointment]""
2023-08-26 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-01 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-02 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-08 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-09 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-15 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-16 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-22 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-23 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-29 10:00AM-02:00PM ""[plentiful appointment]""
2023-09-30 10:00AM-02:00PM ""[plentiful appointment]""
2023-10-06 10:00AM-02:00PM ""[plentiful appointment]""
2023-10-07 10:00AM-02:00PM ""[plentiful appointment]""",http://lajornadany.org/,yes,11354,40.7604681,-73.8314829,Queens,NY,9ab7df7d-772e-4ef5-a7ce-22ecef48328c
704,United Jewish Council of the East Side (UJC) - Lillian Wald Senior Center,12 Avenue D,"- By appointment only. Call (347) 358-1557 or log into the Plentiful app to reserve a spot.
- Clients can select the items they need based on their family size. Menus are translated to Spanish, Chinese, and English.",FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,Fr 09:00AM-02:00PM,Fr 09:00AM-02:00PM,,https://ujceastside.org/food-assistance-nyc,yes,10009,40.7202372,-73.9781812,New York,NY,0cda860a-feae-4cb4-bb5a-a421e09a0145
